loss,accuracy,val_loss,val_accuracy,lr
3.344867706298828,0.18048609793186188,3.9655137062072754,0.16017316281795502,0.0005
2.905033826828003,0.2586347162723541,3.642801284790039,0.20454545319080353,0.0005
2.654914379119873,0.30817535519599915,3.7101244926452637,0.26948052644729614,0.0005
2.468177318572998,0.35062217712402344,3.900599241256714,0.17424242198467255,0.0005
2.336397171020508,0.3774857521057129,3.4053707122802734,0.19588744640350342,0.0005
2.273916721343994,0.38911500573158264,2.533416271209717,0.33441558480262756,0.0005
2.1766016483306885,0.419816255569458,2.8905556201934814,0.2889610528945923,0.0005
2.104013442993164,0.43609723448753357,12.221796035766602,0.06385281682014465,0.0005
2.06986927986145,0.4469124376773834,2.9807326793670654,0.3603896200656891,0.0005
2.002070188522339,0.46842655539512634,2.4234824180603027,0.3874458968639374,0.0005
1.9536067247390747,0.4784277379512787,2.879028797149658,0.3571428656578064,0.0005
1.9063467979431152,0.49645307660102844,2.237374782562256,0.4199134111404419,0.0005
1.8735347986221313,0.503081738948822,5.628180503845215,0.20995670557022095,0.0005
1.8081903457641602,0.5275031924247742,2.901409149169922,0.37987011671066284,0.0005
1.7806117534637451,0.540411651134491,2.134121894836426,0.4913419783115387,0.0005
1.7004032135009766,0.5640190839767456,2.627960443496704,0.4166666567325592,0.0005
1.6708036661148071,0.5672752857208252,2.247511148452759,0.5010822415351868,0.0005
1.649317979812622,0.575648307800293,3.159182071685791,0.4080086648464203,0.0005
1.5903608798980713,0.5900686383247375,2.014080047607422,0.5216450095176697,0.0005
1.5684728622436523,0.5954180955886841,2.374027967453003,0.4458874464035034,0.0005
1.5385040044784546,0.6055355072021484,2.3394711017608643,0.48051947355270386,0.0005
1.5012929439544678,0.6232119798660278,2.9405531883239746,0.37662336230278015,0.0005
1.4720557928085327,0.6268170475959778,2.465573787689209,0.4502164423465729,0.0005
1.4254088401794434,0.6408884525299072,2.4002840518951416,0.48593074083328247,0.0005
1.416465163230896,0.6489126682281494,2.681992530822754,0.4523809552192688,0.0005
1.1553277969360352,0.7235724925994873,1.897537112236023,0.576839804649353,0.000100000005
1.0673129558563232,0.753343403339386,1.8495903015136719,0.6147186160087585,0.000100000005
1.025429129600525,0.7605535387992859,2.0387399196624756,0.5919913649559021,0.000100000005
0.9964902997016907,0.7699732780456543,1.9443391561508179,0.5811688303947449,0.000100000005
0.9590277671813965,0.7806721925735474,1.9613215923309326,0.6093073487281799,0.000100000005
0.9435780048370361,0.7842772603034973,1.9997496604919434,0.5692640542984009,0.000100000005
0.9065900444984436,0.7914873957633972,1.9658900499343872,0.612554132938385,0.000100000005
0.8818461298942566,0.8018374443054199,2.1195454597473145,0.6103895902633667,0.000100000005
0.8052445650100708,0.8200953602790833,2.041156053543091,0.6103895902633667,2.0000001e-05
0.7802375555038452,0.831492006778717,1.9234389066696167,0.6212121248245239,2.0000001e-05
0.7770200371742249,0.830445408821106,1.9244850873947144,0.6331169009208679,2.0000001e-05
0.7578935027122498,0.8389347791671753,1.9984372854232788,0.6277056336402893,2.0000001e-05
0.7374847531318665,0.8497499823570251,1.9860118627548218,0.6212121248245239,2.0000001e-05
0.7410538196563721,0.8431212902069092,2.0033488273620605,0.6201298832893372,2.0000001e-05
0.7282482981681824,0.8511455059051514,1.9840714931488037,0.6201298832893372,4.0000004e-06
0.699388325214386,0.8612629175186157,1.9660156965255737,0.6266233921051025,4.0000004e-06
0.704876184463501,0.8513780832290649,1.9488929510116577,0.6255411505699158,4.0000004e-06
0.7167354226112366,0.8500988483428955,1.9632649421691895,0.6255411505699158,4.0000004e-06
0.7062183022499084,0.8563786745071411,1.946824550628662,0.6244588494300842,4.0000004e-06
0.6994801759719849,0.8556808829307556,1.9723703861236572,0.6244588494300842,4.0000004e-06
0.7026258707046509,0.856029748916626,1.9749975204467773,0.6277056336402893,8.0000007e-07
0.6996669769287109,0.8557971715927124,1.9743510484695435,0.6222943663597107,8.0000007e-07
0.7030838131904602,0.8556808829307556,1.9856255054473877,0.6255411505699158,8.0000007e-07
0.7062111496925354,0.8553320169448853,1.9623357057571411,0.6298701167106628,8.0000007e-07
0.7065796852111816,0.852889895439148,1.960030436515808,0.6298701167106628,8.0000007e-07
0.6977794170379639,0.8599837422370911,1.9523670673370361,0.6287878751754761,8.0000007e-07
0.7011138796806335,0.8577741384506226,1.9544975757598877,0.6255411505699158,1.6000001e-07
0.7010760307312012,0.8561460375785828,1.9605714082717896,0.6266233921051025,1.6000001e-07
0.6845519542694092,0.8613792061805725,1.9789772033691406,0.6266233921051025,1.6000001e-07
0.6990813612937927,0.856029748916626,1.970125675201416,0.6255411505699158,1.6000001e-07
0.6794875264167786,0.863588809967041,1.961111307144165,0.6277056336402893,1.6000001e-07
0.6914746165275574,0.8589370846748352,1.9647597074508667,0.6244588494300842,1.6000001e-07
0.6980580687522888,0.8589370846748352,1.979080319404602,0.6255411505699158,1e-07
0.6881222724914551,0.8606814742088318,1.9763622283935547,0.6244588494300842,1e-07
0.685267984867096,0.8642865419387817,1.9712423086166382,0.6244588494300842,1e-07
0.7038799524307251,0.8537039160728455,1.9469499588012695,0.6255411505699158,1e-07
0.6931037306785583,0.8583556413650513,1.9770625829696655,0.6255411505699158,1e-07
0.6999311447143555,0.8591696619987488,1.9742932319641113,0.6255411505699158,1e-07
0.6974785923957825,0.8534713387489319,1.9730966091156006,0.6255411505699158,1e-07
0.693362832069397,0.8616118431091309,1.971642255783081,0.6266233921051025,1e-07
0.6952633261680603,0.8609140515327454,1.970615029335022,0.6255411505699158,1e-07
0.6999979019165039,0.8584719300270081,1.9776707887649536,0.6277056336402893,1e-07
